t7_25;25;12.376136541366577
t7_25;25;13.988742351531982
t7_25;25;12.587583780288696
t7_25;25;13.260051965713501
t7_25;25;12.195775270462036
t7_50;50;24.128098011016846
t7_50;50;25.015516757965088
t7_50;50;23.84996199607849
t7_50;50;24.364851474761963
t7_50;50;24.037490367889404
t7_75;75;46.54302716255188
t7_75;75;39.4782440662384
t7_75;75;41.325807332992554
t7_75;75;35.61814069747925
t7_75;75;36.541083097457886
t7_100;100;47.69655513763428
t7_100;100;48.50936675071716
t7_100;100;47.594632625579834
t7_100;100;48.03114104270935
t7_100;100;47.436198711395264
